RMS_ch1,RMS_ch2,RMS_ch3,RMS_ch4,RMS_ch5,RMS_ch6,RMS_ch7,RMS_ch8,RMS_ch9,RMS_ch10,restimulus
0.0223826011831892,0.0023925311882385,0.0024816573195141,0.0024302364560933,0.0024571134511451,0.0024555437358822,0.056091506458234,0.0127651827383539,0.0024005694357306,0.0311141590545868,0.0
0.4853761524735926,0.0113809591251699,0.0027428169519554,0.002766555726008,0.0037321114692419,0.0284750126430799,0.3492895506499185,0.4976310849483655,0.0023486051124143,0.073576170576499,0.0
0.0058267161963797,0.0024000107901744,0.0023994304179284,0.0024000950030003,0.0076202724972593,0.1798389597678638,0.0658495517547692,0.0097001161051451,0.0208312471758454,0.0335564516226599,0.0
0.0043243793290938,0.0024007626328734,0.0024602639127118,0.0024255234450629,0.0026248939319646,0.0024524953044415,0.0044090097079283,0.1013485718684798,0.0023993207347616,0.0471541898406492,0.0
0.0362362506696613,0.0512341433125925,0.0013076745845372,0.0017950572505109,0.0029519903863774,0.0770095697105759,0.3786264882880478,0.1383984041611941,0.0577571371628924,0.0790213244745173,0.0
0.0168875492459206,0.0020415220946258,0.00239207559704,0.0024368014121195,0.0023986810998057,0.0024013671663353,0.0029415575406441,0.0070555042457112,0.0024000216628939,0.0026194216247279,0.0
0.0203521261608114,0.0024242829335461,0.0025406944699636,0.0023957718589358,0.0025285336397706,0.0071579472661482,0.0037169229724955,0.0131147249616027,0.0025982119358095,0.0227894921846294,0.0
0.0030056244339591,0.0035685718441315,0.0045482908522136,0.0031619280417256,0.0041477892771078,0.029351503266162,0.3208364143031368,0.003768619644749,0.0297527983929136,0.0185480720567735,0.0
0.0050747772519928,0.0032638910021882,0.1664915882194425,0.0023637787446388,0.0015769418418675,0.0019974642227197,0.101227988808725,0.0042118699217554,0.0024575590635306,0.0321714940572297,0.0
0.0029141577623112,0.0205316617410502,0.0115252043570398,0.0006924547111844,0.0009981966776318,0.0017996339030234,0.0344919482330311,0.0912067634810629,0.0069788360139677,0.0122712221348008,0.0
0.1917848397907565,0.0023742226979224,0.0025125830216617,0.0025432890045781,0.0024967109841487,0.0062917848522551,0.0964964109855297,0.122710357798621,0.0025673521748791,0.0047128288102182,0.0
0.0074932464421049,0.0033764423934802,0.0044059689117282,0.0037028240898334,0.0041474627869334,0.0035722518486941,0.0193077509824072,0.0037086216751456,0.0034529732869229,0.0694310391876123,0.0
0.2082936478426402,0.469312762772095,0.0300088437972587,0.0097297607900094,0.0017648980784992,0.0021066520772084,0.0010953108236834,0.0024187019751146,0.0280265932226329,0.0099444661080397,0.0
0.0088664890456318,0.0127125342921142,0.00258650748786,0.0025677768115424,0.002530925216263,0.0025186909865591,0.0443330950578252,0.0479555529035629,0.0024429592242519,0.0038403667376518,0.0
0.0348995922148136,0.0130662175604429,0.0053555650193523,0.0011730924612446,0.001008089326078,0.0018119768101517,0.0082736651220801,0.1319572329747539,0.0108200028023487,0.0430445574426789,0.0
0.1205911889717197,0.0173267985967423,0.0042580889489423,0.0017034857143811,0.0041742779335691,0.0025558447808104,0.0753721304329767,0.160215285053399,0.0022935863985133,0.0018375316521044,0.0
0.0269329865944253,0.0016324390919983,0.0020117251296211,0.002823043841511,0.035166164523139,0.1193863337558428,0.049246599153665,0.0924136165091361,0.0947165918264737,0.0524982327523377,0.0
0.0076539930686356,0.0246238747114617,0.0122975510340994,0.0009248118304636,0.0053017487379073,0.0051089636593132,0.013113513928784,0.1192103687573947,0.0215032058093401,0.0434273772072753,0.0
0.8878226721753208,0.0895834761057851,0.0417399052135534,0.0055243390644216,0.0092878000329641,0.0197906716719486,0.2454994743598917,0.7507888174700145,0.0024413351212732,0.0762454493873546,0.0
0.0607890421572111,0.0023985979963567,0.002509493099275,0.0025098360403114,0.0025161931776508,0.0637324848433116,0.0907798157156706,0.3513194346318141,0.0024475675827634,0.2433544525194267,0.0
0.3050652762535818,0.0061927322251824,0.0024772713775836,0.0023938598013073,0.0024669898258687,0.002513523698786,0.0035739041349746,0.1468743665679107,0.0091902629384486,0.0025830812343726,0.0
0.1690859656215785,0.0201559498302782,0.0072422626597923,0.003483311850281,0.0010851878457784,0.0015310203447567,0.0321902478041534,0.0782868742863167,0.0108006659706677,0.0460189694299267,0.0
0.3871765467671635,0.0036057884943181,0.0034647113576086,0.0024306772392219,0.0023716472185232,0.0061105009749917,0.0916176215655948,0.3603350763170537,0.0024770680660713,0.0066803061852289,0.0
0.0189554686997626,0.0023997097893194,0.0024423338845199,0.0024000808201054,0.0023966785635082,0.0024347439943806,0.0335339073097017,0.0065611494868596,0.002400201321207,0.0146277894884371,0.0
0.0073670090154604,0.0023929711150256,0.0024779450453722,0.0024442830210752,0.0025911239851709,0.0022711893314627,0.0038122441128393,0.0091589639401439,0.0023896773210488,0.002709817755728,0.0
0.2156107402543191,0.0148160932498557,0.0031103209114646,0.0024033384579165,0.0023541838626787,0.0019000229394789,0.0087188354675553,0.1591526264116942,0.002716052291828,0.0011919542853432,0.0
0.0325879458347041,0.0071455424340894,0.0028055051342511,0.0024330964815654,0.0025182609363236,0.0101891133818304,0.0221518552975066,0.0397137475197463,0.0040296389895741,0.0647650125899989,0.0
0.0023670825251175,0.0024495481783894,0.0024752609136918,0.0024746149840327,0.0025943651291356,0.1538336821746255,0.1250717864567485,0.114745829301686,0.0024008144147183,0.1305360685065514,0.0
0.0114377307189679,0.0015466449669149,0.0042344913488811,0.0033785165873553,0.0031942424936081,0.0144888262019393,0.0689551369661041,0.0300629268062052,0.0033574932154208,0.0111581404601355,0.0
0.1153591599417968,0.0156014744431119,0.003031310240026,0.0024655172152155,0.0024679873685903,0.002177086897669,0.0066327742473351,0.0125709465486264,0.0023802872571105,0.0144245822992568,0.0
0.0029972399637244,0.002399149609625,0.0025421754968607,0.002448838109082,0.016830896125816,0.0878138936042394,0.0417127186547727,0.0557831725824411,0.0039806374535601,0.2620384687770211,0.0
0.0381113416249746,0.1501707433352548,0.0024756726965206,0.0023989327706608,0.0023923468472644,0.0023983500980895,0.0792999313270048,0.0207140152990229,0.0024615829667744,0.0353451021227547,0.0
0.1705641480638337,0.0026253191321402,0.0010782528265891,0.0015427559574792,0.0023638034777885,0.0018287678059244,0.0028006010881745,0.1067243311334282,0.1264075883516132,0.0036903611655691,0.0
0.0068150958303653,0.0040192722836743,0.0046764766221928,0.0030855971184943,0.0039875955522491,0.0033647063457007,0.173219854566788,0.0051615840719981,0.0232577316543812,0.0104398723015099,0.0
0.0027348690462005,0.0024371098373953,0.0023899508923967,0.0024971692358952,0.004221113512515,0.1048237378925363,0.1567395169370625,0.3993344654335933,0.0023801449589182,0.1242384123060037,0.0
0.5200884340537179,0.0068816916558072,0.0025080279260676,0.0024005057645724,0.0025210304324989,0.0031692715061945,0.0463571840723947,0.1894651890697678,0.0024003494033179,0.0405475503073933,0.0
0.2178854774546075,0.0855836035467762,0.0339070985540079,0.0075670493023245,0.0018508036937479,0.0157533138890059,0.1155124700228671,0.1060227743846191,0.0053364440926323,0.0071749530921988,0.0
0.0028534530731553,0.0024464053017485,0.0025221844390118,0.0024441294851436,0.0217999090081313,0.1380553926637653,0.0465579309578769,0.0515291539766635,0.0326555194110324,0.5108436757132956,0.0
0.0026474839323862,0.0024342441605382,0.002659348848822,0.0024030598322191,0.0190142771917451,0.1214378108292411,0.044247129740811,0.0628389709059311,0.032724814399155,0.4893433806058946,0.0
0.0196554776241431,0.00248385585265,0.0024562788189835,0.0024200375477287,0.0024056112716835,0.0101449388524019,0.2168446329921529,0.0190755325714637,0.0023996949939191,0.0767713032313635,0.0
0.0036570094410863,0.0024196338907204,0.0025237201141752,0.0024090603777548,0.0024742644509468,0.0069343141909767,0.1484099796008626,0.0501632321868533,0.0024018646299333,0.0387660500527278,0.0
0.0063723020412495,0.0023835525223755,0.0024344210540066,0.0024056701593637,0.0024141879092775,0.0023998215817434,0.0173944550941501,0.0053047995322563,0.0023994123615699,0.0023920800285058,0.0
0.0313086559827127,0.0023907740725907,0.0025612488750934,0.0024528700140492,0.00256336006723,0.0024117532748167,0.0089345173295931,0.1432330162856731,0.0023926792284557,0.0565873489109899,0.0
0.0137907900378049,0.0032825519127784,0.0013636630951363,0.0055991849943529,0.0018343338457377,0.0089634831131162,0.0080235023577118,0.1113204910848801,0.0012871366927159,0.0468007735614836,0.0
0.0239588870879097,0.0017265166075064,0.0037350636769169,0.0020003389500877,0.0026784037831319,0.0020049058463736,0.0602371796657769,0.0088425690126661,0.0019073954619008,0.0025545031519524,0.0
0.0024474573050719,0.0027095503230004,0.0025305270056073,0.0024464726819598,0.002645313075135,0.002546531736871,0.0574274560916809,0.130257647247846,0.0024003734788815,0.2172731030306877,0.0
0.0025181304602153,0.002805101407083,0.0024781517190076,0.0024582288421783,0.0185721314123193,0.3273527217913435,0.1333762469258771,0.2566407946819435,0.0023914317049639,0.1760351489901542,0.0
0.0050651168033866,0.0040297202801028,0.0014071114389747,0.0018474537997032,0.0015151522583913,0.0015578004816885,0.0429860024781056,0.0059577464470138,0.0019858169439575,0.0239554537985781,0.0
0.0401196532321894,0.001991799853622,0.0023977946308349,0.0024712756010783,0.0137853242388621,0.2460802082619035,0.0526268905489689,0.0306939871607171,0.0450977985142284,0.0352965020969676,0.0
0.0052116123788433,0.005353787760876,0.0045269809226393,0.0039072270179337,0.0044365787327431,0.0052088887163344,0.2009270204320199,0.0066447135407486,0.0034866369981316,0.0183328293913711,0.0
0.0618227162761319,0.0090299799088768,0.0023746516403562,0.0024019417199968,0.0024271892823669,0.0021506380186291,0.0013041622994002,0.0269285215745711,0.0024247114286132,0.001987910126845,0.0
0.3790517385202793,0.0057776198336655,0.0047771125515333,0.0037083956186821,0.0044090274035686,0.0032575422615789,0.012229366996196,0.14761230512816,0.0041493314455714,0.0612345037035933,0.0
0.1669722144950334,0.0021209521624362,0.0024801472238228,0.0024147091806082,0.0024477194261284,0.0024038129376648,0.0195143174934978,0.1134372648410898,0.0023992718632164,0.0026078636955079,0.0
0.0054398560935713,0.0031247402350182,0.0029283248989341,0.0024655155547827,0.0024930452818324,0.0025985688108127,0.0027262316760392,0.0607637803289101,0.0028407211455155,0.0026387666133572,0.0
0.0020359012140332,0.0020822995603772,0.0022398345825688,0.0019998924834767,0.0016948985246368,0.0433531259097227,0.1524203321328428,0.2539248830878631,0.0022075920437301,0.0330940604881825,0.0
0.010655629819296,0.0023279091436865,0.0021450751166731,0.0186019319784363,0.0137404377345386,0.13832289885917,0.0106928815771405,0.0289687729925259,0.141807070359523,0.0987343336573901,0.0
0.0526763886307023,0.0071721651635384,0.0018296379937119,0.0008496188952518,0.0011157700791707,0.0022379443576346,0.0070013821743,0.1289833539293906,0.0069370435256171,0.0408584773926929,0.0
0.0814286583004176,0.0024598364663867,0.0527346018644098,0.1146281259587979,0.0025187739715908,0.0034780385913268,0.1626051399653481,0.178358420481524,0.0290994951129438,0.1740583439424598,0.0
0.0118099498754272,0.0011056156098479,0.0018196834179056,0.0023999427907116,0.0022856486992607,0.0108244970815009,0.0052229390312727,0.004018476427675,0.0619900014018159,0.0261311707579285,0.0
0.3590069066124703,0.0201905122255383,0.0043213815555328,0.0024095444927606,0.0035234037253488,0.0422876571262167,0.1769376917236089,0.4230734110680261,0.0024622870082135,0.0902279553898854,0.0
0.0055155287001365,0.0023876015702375,0.0024910514624073,0.0024608377510704,0.0079480887675339,0.1794361732968158,0.0311261623083886,0.0056483560721684,0.017810581974287,0.028848083966283,0.0
0.0025778497360078,0.0023881062735672,0.0025411343314348,0.0024430178771787,0.002514712655186,0.0023871814209429,0.0811665652621937,0.1396611680326641,0.0023977704258231,0.242406806502655,0.0
0.0093452426669033,0.0027008718164522,0.2240095136085992,0.0023988014741239,0.0024050678890108,0.0028599261076462,0.0739500026354148,0.0065408315459404,0.0023981469044392,0.0380112368328155,0.0
0.3570599035333616,0.0094300399045922,0.0751779058934331,0.0023921003552096,0.0023111522431435,0.0019864975625205,0.0160872358451729,0.1905829509901083,0.007873952475643,0.0094813579916028,0.0
0.0310214250693239,0.0029946926835558,0.0024441385334589,0.0023975036798756,0.0021037629281865,0.0985162228944689,0.0855962306209533,0.2579402453218122,0.002599510595422,0.2463429128638263,0.0
0.0996848231316201,0.0071449148603304,0.0046316331709465,0.003403702889667,0.0040291564872202,0.0070653560847578,0.2084415786323475,0.1913739105363678,0.0034609317560894,0.0691631854024738,0.0
0.0024780795467123,0.0023972791674728,0.0026007400464027,0.0024517321913609,0.0180441800328283,0.1394554402108302,0.0431645032561072,0.0619495037272213,0.0377191648249836,0.4417618970177524,0.0
0.0299094286316672,0.0033692104167471,0.0040424323414028,0.0036299279256161,0.0040319517292096,0.0031330519219672,0.1662904333694105,0.0042806596446649,0.0030544834576163,0.0163246440165248,0.0
0.0032449924669008,0.0024000662567552,0.0024939223715997,0.0023982364791014,0.0024311353482812,0.0072652018293387,0.0089898510576616,0.020691080112752,0.0024001318156934,0.0022310466675422,0.0
0.0051142048870342,0.0026090726653706,0.0025195661767277,0.0024199505597076,0.0024902301100662,0.0033576186093819,0.0434206487793442,0.0655212660374057,0.0129276399649562,0.0119618481830759,0.0
0.0128187270136832,0.0023963750203485,0.0024997613330899,0.0023983312705357,0.0025360105187422,0.002519251762761,0.003778930847895,0.0204926573255376,0.0023882867567029,0.0024857097088937,0.0
0.0583630002274488,0.0041296455032657,0.0011777227839384,0.0018251861984796,0.0044399782444559,0.0245572074833943,0.2602808383269744,0.0991760666742018,0.025076540835702,0.223662936370297,0.0
0.0668018656627934,0.0192130410112359,0.0230571090491121,0.0076935069270666,0.0018929835389001,0.001991773601764,0.0558321872970601,0.0178073808047984,0.0131589729321745,0.0482732616687009,0.0
0.1489335113650823,0.0030043842587435,0.0039163475410685,0.0036124564542801,0.0037586056692279,0.0043785310349758,0.1114045840350363,0.084971059181915,0.0030009723595866,0.017974719599349,0.0
0.0129402289819701,0.002396075557862,0.0025623184173068,0.0024155206849422,0.0025134490862091,0.0041992586980276,0.0070401104350789,0.0551139569706179,0.0023964443935652,0.0267964341800368,0.0
1.000251993939802,0.0964883533581122,0.1504630991762434,0.0081999262663457,0.0027909136411049,0.0246035356630479,0.1479835737439137,0.4920704365150388,0.1241084157660963,0.0707561475488918,0.0
0.0969071283841053,0.002393410784539,0.4697223120963851,0.4733917446398369,0.0045262722868747,0.0439178871063515,1.060819900643188,0.3291215851720459,0.3690008407892324,0.8800637152208599,0.0
0.1619431715839987,0.0023917248186691,0.0025221918075917,0.0023484354736766,0.0024174410239215,0.0014553055439758,0.0187308046545426,0.1345505184228719,0.0025340038516018,0.0020461945567543,0.0
0.3005054481528915,0.0076239677703549,0.0024850721184982,0.0023992483987269,0.0025045625032242,0.0026088261085669,0.0677067737031785,0.1202630949573135,0.0024025330861113,0.073781151635691,0.0
0.003767292003361,0.0027107554089358,0.0025589268364614,0.0023457363687554,0.0022678051055571,0.0018180372469564,0.0026033180586051,0.0636413736560511,0.002487554412081,0.0026042918991739,0.0
0.0021524046027727,0.002400492314063,0.0025379359764469,0.0024005992125209,0.0085407936645682,0.1419946303502487,0.0099402151490216,0.0024013156142558,0.0125940886556947,0.0063184107393195,0.0
0.015718788581534,0.0084240291440688,0.0045833055220514,0.0022480651071819,0.004144549095313,0.0145224278608578,0.2915516970748097,0.0205475705615763,0.0015077036470129,0.040779877108145,0.0
0.0833287026156227,0.6566388027690847,0.0211709517904557,0.0025517069441052,0.0008776616738678,0.0011031737473004,0.2338904137401596,0.3718200513719908,0.0108911188098635,0.1151573623000416,0.0
0.0037352336378088,0.0032964174033952,0.004181530056009,0.0037895170610511,0.0043952286742222,0.0056848516825242,0.2325240929084054,0.004952867142248,0.0031320695221082,0.0203240252330805,0.0
0.446627443947318,0.0266273013230581,0.0024514035697633,0.0025059191853137,0.0058175821942234,0.0889880337704777,0.2449240625570864,0.483712289723487,0.0027310587035426,0.1650959474797196,0.0
0.0976336802179629,0.0287931855180003,0.0120731180734443,0.003181644907856,0.0053032681185714,0.0196391083551757,0.0851606963904175,0.0375741070461779,0.003393565415587,0.0081560057056859,0.0
0.0069609829835683,0.0023398510764521,0.0025712131223468,0.0025251682356321,0.0025705801588636,0.0054825698555096,0.0094087321771463,0.0074721702618401,0.0025144566854181,0.0011699717769892,0.0
0.5828501796708881,0.0678713724048165,0.0052336066778686,0.0024258210621231,0.0026151209735885,0.006318677647769,0.0578953749800597,0.1372777596843994,0.0024797933987482,0.0584542722007835,0.0
0.5441342546343412,0.0152008129504747,0.0083646270779188,0.0026499560931966,0.0026485069762382,0.0376945492426844,0.158678357876037,0.3707160669884938,0.0017392210752093,0.1483689744402047,0.0
0.3591066516331025,0.0028217244598007,0.0024131924972108,0.0023985311803142,0.0024881324524957,0.0150163626726524,0.0943695666273113,0.3404723867929281,0.0023956912865484,0.0195007055003308,0.0
0.0030334414097551,0.0024612279088814,0.002604100038983,0.0024783779711776,0.0061923129983479,0.1235338684939357,0.174992072767309,0.2389749313067843,0.0024390199182597,0.2330855629833062,0.0
0.0732391735682556,0.0025102192188112,0.00252880368221,0.0023997407750276,0.0051157022318155,0.0923346846400561,0.0117664211375053,0.0626185248284412,0.0684777981198632,0.0065949343225148,0.0
0.0231605675754506,0.0024309599689035,0.0025184302319555,0.0023974241235111,0.0025671604322781,0.0604652470061504,0.0107051530605726,0.0330422937135138,0.0649533036355579,0.0613687591962134,0.0
0.0880214691092507,0.0014594349684672,0.004727441787322,0.0019348658249864,0.0038655744973611,0.0214424501177096,0.0582059916364337,0.1875155566730368,0.0018395712147588,0.0141881459467291,0.0
0.0025227836359255,0.0923899173963065,0.0031341739858332,0.0029215136880909,0.0026113944470984,0.00257587015283,0.1269324647395322,0.2237180352492629,0.139580572583787,0.2184280644630154,0.0
0.1053364875138237,0.00630942350549,0.0012640677006562,0.0019262860305052,0.0009761540438736,0.0097026884619589,0.0393608667574001,0.0786241482185065,0.0010441903019426,0.0259856336759197,0.0
0.0234906063500026,0.0058779398905753,0.0014618580721898,0.0026289579353753,0.005495638504304,0.0371882513063237,0.2674083202405733,0.0434403417452223,0.0014123417870616,0.1421379490562816,0.0
0.004291173777407,0.003360680475535,0.0043902856741263,0.0036958909950737,0.0043579084179454,0.0034758917594735,0.0350356338614403,0.0038072774020125,0.0032628498541153,0.063375784556675,0.0
0.0023947925820599,0.0023983346441173,0.0025194679095857,0.0024131264943071,0.0032402206355239,0.1281650881854425,0.0075093686986625,0.0024681068038612,0.0151164542860229,0.0073562015062968,0.0
0.0125998701821954,0.002876323808966,0.002507558017466,0.00246373219865,0.0023628072401341,0.0633008173742327,0.0826113509900896,0.1953745631699985,0.0024033438074381,0.2970905386814806,0.0
0.369348272350692,0.0027712323023279,0.0024889990630779,0.0023993692014358,0.0023783480872375,0.0032579687973403,0.0210247809476052,0.3349703710604113,0.0024218106772258,0.0031240387977341,0.0
0.0681750805373678,0.2441605417773635,0.0023778409104495,0.0023946717485567,0.0023870428030337,0.0013381345782287,0.0532751270798467,0.0231577225582516,0.0040310555101849,0.0132987505195573,0.0
0.1731938677998802,0.3833885001030453,0.0644892129311204,0.0016271085029497,0.0166280404033771,0.0025994266896759,0.0436755200720761,0.209594168888183,0.0014678234963488,0.2450135795427139,0.0
0.024719926151049,0.0066526495128372,0.0041599137759814,0.003242920219158,0.004211002906471,0.0308264447745976,0.2477434686762362,0.017849981510023,0.002765304177399,0.0126170976818688,0.0
0.0231652496041399,0.0146656855536026,0.0128042473692164,0.0046226157500313,0.0009229185470857,0.0080855974498809,0.1211794666141987,0.102139878398459,0.0080342307936685,0.2172485027962206,0.0
0.0026351374862611,0.0024293222445602,0.0025379152511622,0.0023953116548256,0.0163055759738013,0.1092244538976485,0.0465582384186814,0.0549290186202467,0.0107365870545208,0.3103676809363596,0.0
0.1892806619954096,0.0353305846545048,0.0039274873867642,0.0035358667570637,0.004316766991414,0.0096961283548062,0.0339765190708737,0.0196604634904381,0.0030931509039393,0.003868464853951,0.0
0.0050916092932696,0.003780127720746,0.0048256358739469,0.0038907337323157,0.0040751261775714,0.0174188847477657,0.2417776017167075,0.0038366987099375,0.0351685412553137,0.0227643851802207,0.0
0.0814236409297854,0.0694298412758329,0.0024501328868452,0.0023948914997046,0.0024165547495897,0.0024112662150115,0.0025102607565592,0.0502353034837175,0.0024978566073732,0.0024061405226361,0.0
0.0026310857411807,0.0240316150554205,0.0071166971187892,0.0027564389640339,0.0019457349033914,0.0622423979642831,0.1937000192894216,0.220251984992172,0.0038317953587355,0.0746035708048775,0.0
0.0860310270282376,0.0091793408260726,0.010845776862891,0.0048339714790556,0.0043100500134578,0.0106364710590162,0.1673023142989079,0.1779319691355538,0.0069625149269608,0.0517210807597331,0.0
0.0027882880793879,0.0023909858839755,0.0025004420431852,0.0024273767961535,0.0025083624756901,0.0033745868508138,0.0557455190923303,0.0839985165206696,0.0023893411910683,0.007526778009611,0.0
0.0029727308642246,0.1088020567333893,0.002536606640379,0.0024183383291806,0.0024050968282398,0.0025097785456449,0.1352347188573078,0.252315268246961,0.4677669351690378,0.2143974598403682,0.0
0.0031353292848905,0.002628162718207,0.0025894058061614,0.0024163464344862,0.0067491863263911,0.1250118868845925,0.1621560467939578,0.403135358382802,0.0024006678315337,0.1288205758084891,0.0
0.0765426636090704,0.0036406967939894,0.1108717435592431,0.1709328088487842,0.0019600665036633,0.0323574259047586,0.2875244281541221,0.3035548799716193,0.1218959640834145,0.3163921950226083,0.0
0.0034528153895679,0.003214180892954,0.0041242385614726,0.0031706433762175,0.0041696483960274,0.0040882861325263,0.0231384534319341,0.0052158589452826,0.0034549111317932,0.0031186332335507,0.0
0.093759200792495,0.0199726626090661,0.022545549480559,0.0029621674558719,0.0061103061856156,0.0094037858213173,0.1347957457126538,0.1952498266226526,0.0121756222936339,0.0702665266947644,0.0
0.4464580629010257,0.1034057481001048,0.0073245042015608,0.0012351771061137,0.002242003111804,0.0045868132866757,0.040514600053379,0.1227412995728634,0.0025417523915301,0.048328267609806,0.0
0.0557253110360517,0.1466770107753064,0.0062921203768706,0.0027486202947395,0.0026284551471631,0.0024343826599389,0.0024494376450876,0.0060715969940801,0.0037575463400394,0.0029890474302408,0.0
0.0063539877065207,0.0024846703744859,0.0027249075441479,0.0025558450993769,0.00257958281821,0.0024107663304749,0.0024447645668554,0.0626221488296162,0.0024055227923797,0.1120635515662896,0.0
0.0053647018758363,0.0024157090741337,0.0025788853990782,0.0207782875018225,0.0026248366827959,0.0973266597507987,0.0077353361421557,0.0161517511230845,0.1683727677763649,0.1179351965173889,0.0
0.4041995322149334,0.044608241883457,0.0810529934537241,0.0036268077180888,0.0045074038586324,0.0033684395114756,0.013084283604037,0.2171190501574871,0.063456158123799,0.079022744266605,0.0
0.0310875512101916,0.0031341554251683,0.0040620953825063,0.0034980729936004,0.0043303675838885,0.0029931116935688,0.1504089718947427,0.0060535474854118,0.0029433916802735,0.0168878442657314,0.0
0.0041795792401354,0.0023783010465078,0.0026041784770932,0.0024217211845233,0.0024794981604393,0.0047779157205208,0.0024921394100057,0.003698533800983,0.0023933158678038,0.0027309076499596,0.0
0.0044907520012586,0.0030514187886009,0.0027765070687075,0.002413464567251,0.0025762426935972,0.0482675776131952,0.1414809473679005,0.0239488989246641,0.002537519758166,0.002990985596745,0.0
0.1755575697729277,0.320822634363244,0.0491169648474695,0.0024553369930279,0.0021215762292073,0.0023975403085978,0.0026904440852575,0.1090902179024532,0.002874816814936,0.1199885796321837,0.0
0.1157244560972108,0.0006801095574329,0.0177469850422577,0.0164156822287602,0.0071405527637318,0.0113906528907984,0.2707982366074615,0.2608893911011404,0.389633414803418,0.1701478220769085,0.0
0.1562590974316662,0.0797478256508902,0.003890106839109,0.0024656763784513,0.0040806888786963,0.0233849656896569,0.0505848943794136,0.0330952939797428,0.0033328954178588,0.0015607138957017,0.0
0.0125453615881727,0.0058257312857936,0.0107676444144201,0.0477632361420883,0.0134104262306882,0.0523813591951496,0.0752570990819948,0.1253455603405708,0.0111289089537616,0.0723017728366172,0.0
0.0025842687980754,0.00310337306763,0.0031226094126086,0.0024333125005965,0.002520871588872,0.0785270860205516,0.2060477390896954,0.0135980603106051,0.0032501352989917,0.0048067680406163,0.0
0.0025297767395346,0.0024000620878923,0.0024811466228652,0.0024520655140528,0.0025371597663562,0.0048361102540086,0.0185197001627853,0.0233039247070864,0.0024000558293092,0.0024476572761806,0.0
0.0640186850191778,0.0025610991083713,0.0025163897662637,0.0021673535477735,0.0320604332326752,0.13972482875187,0.0384684607913767,0.0825147478323224,0.0745467883018694,0.0065696260592488,0.0
0.0031731113076867,0.3603715761008098,0.0502959693785433,0.117667201186616,0.0238349874033264,0.0430396498189862,0.4570576626149092,1.1550825466337322,0.0222046442738325,0.2933146614704554,0.0
0.1365942270623165,0.3838603851447376,0.0280340855797312,0.0022375972268917,0.0021533401971934,0.0019032163877687,0.0063686144159439,0.1191258536368417,0.0014281714714456,0.1866922888417688,0.0
0.1034439709421779,0.0018084562602672,0.0025685594077198,0.0024088298753228,0.00241913950827,0.0015307365802148,0.0016499385909414,0.0643657637052625,0.0024411500135209,0.0016386513474831,0.0
