RMS_f0,RMS_f1,RMS_f2,RMS_f3,RMS_f4,RMS_f5,RMS_f6,RMS_f7,RMS_f8,RMS_f9,restimulus
0.0448536537937958,0.0031121513326843,0.0057289001935858,0.0023995424752412,0.0023966340336458,0.0021218865587401,0.0430795770549997,0.0645667307524336,0.0023944588918389,0.0286329660788773,-1.0
0.0373638354871475,0.0012136467080262,0.0112509369724661,0.0024119813097155,0.0024023763368439,0.0025443838727645,0.0828205694212145,0.2619199474313969,0.0023440707300222,0.1454690557343061,-1.0
0.1239629389100482,0.0239760484053886,0.002597326401196,0.0024116299704846,0.0024037643130446,0.0023702456999039,0.0431546889339149,0.0202655532542812,0.002399705656006,0.0027712531291403,-1.0
0.005068707945743,0.0023160572431675,0.0057243372704666,0.0024057438562637,0.0024352700662685,0.0123813450839651,0.0335013236551765,0.0834785510085523,0.0024075741669707,0.0357997383583896,-1.0
0.0196891345387682,0.0016233181207017,0.0144937915622158,0.0024172307408441,0.002426118657224,0.0246029155537023,0.073383832427557,0.2758766327294745,0.0024111918337007,0.1395888890041061,-1.0
0.3122888642402106,0.0683285031262549,0.0011863531765983,0.001178336259878,0.0021939820377058,0.0125722327170788,0.1089404424849461,0.1185082678939315,0.0027554539350431,0.0196829557036777,-1.0
0.2358740673334668,0.0523604541816823,0.0017251734379611,0.0021568826786511,0.002273157227662,0.0066064958336333,0.0765478050228672,0.0286187565613491,0.0034157624423508,0.0046862695703666,-1.0
0.0157938363246783,0.00200233159596,0.0034954873637114,0.002437349037481,0.0024420026656824,0.002457831830592,0.0205966956606684,0.1052709747658941,0.0024491986441757,0.0534546760855154,-1.0
0.0497211064233607,0.0024826283553396,0.0244236725239882,0.0024173030137548,0.0023507314350707,0.0028585275560504,0.0763651658227494,0.3487463804961133,0.0022491423702232,0.2190679182338356,-1.0
0.0518482475212733,0.0303298197624995,0.0044281745612919,0.0047831486324212,0.0024561290030114,0.0054864574902182,0.0733512560445437,0.0031258677100766,0.0101925788092496,0.0012041683272713,-1.0
0.0262324923518465,0.0013625044017251,0.0087782554812356,0.0026956482061293,0.0024635253660795,0.00240850882332,0.0130161741071547,0.072911988077746,0.0069306278588616,0.0472866376746886,-1.0
0.0529340336878938,0.0021275231016431,0.0342993607972034,0.0024497540052998,0.0024766791322255,0.0023790178776252,0.054363364161861,0.2936643940039325,0.0035706910744848,0.1935642757195542,-1.0
0.261572229936433,0.0722839088394922,0.0025738104702112,0.0024637217936746,0.0024941027115418,0.004391138938143,0.0349774323609147,0.0473216240594996,0.0024151609362955,0.0038852337883361,-1.0
0.2236320449539446,0.0565475100316857,0.0026102979923301,0.0024122285064114,0.0024392709475139,0.0030723035345293,0.0149235524690211,0.0125442791695959,0.0023978544188322,0.0024636158980661,-1.0
0.0445332944757541,0.0022782125196944,0.0155648780745921,0.0016403831071581,0.0019542788808425,0.0040243749625677,0.0265360052745043,0.198277245656578,0.0011863732934323,0.0429614662971749,-1.0
0.4570655897375586,0.0934188936227078,0.0052149301851946,0.0020300991132183,0.0023245082369125,0.0044618928418795,0.1116526918880743,0.2881630517221041,0.0022854840221071,0.0621042317377076,-1.0
0.7638314189014869,0.121163763392956,0.3505392438583699,0.0055241258570537,0.0027462993574678,0.0025753747197479,0.0417785425008153,0.3410699414280867,0.0205287797183656,0.1827170581436994,-1.0
0.7453885761526089,0.0906964646857691,0.117257165032651,0.113309701898583,0.0074063157076354,0.0024041756133721,0.0564642762077597,0.2424357987326512,0.0937983058760474,0.15625046103168,-1.0
0.5501553783394777,0.0389789819480747,0.0480278128858978,0.0394685449342896,0.0053101376621042,0.0023956575758206,0.1059447008181098,0.3058287286142934,0.028982672496153,0.1124062673838511,-1.0
0.2535325381052249,0.0695964545570697,0.0309700352858148,0.0018885194556587,0.0019813836020723,0.0023724782081484,0.0140859213046626,0.1237468717005675,0.0011961323786897,0.0421659929461487,-1.0
0.5654722783235415,0.1170863008188642,0.1146992690958953,0.0025809119976928,0.0025453350164742,0.0023205231795091,0.0276287046719609,0.2951180197578609,0.0018648643262161,0.1184821233193832,-1.0
0.4701910004292987,0.0787687825313611,0.0182831724655258,0.0076299807092186,0.0033965196734005,0.0024993937288458,0.1050474952902931,0.1051052220861821,0.0038060989864869,0.035031758540356,-1.0
0.1786196218762262,0.0266228908325718,0.0791834327571927,0.0028794860114168,0.0048382296032609,0.0024890519183811,0.0122426415803265,0.0450014966746267,0.0065941653970734,0.0313419340921228,-1.0
0.5362924028837084,0.1167646985157499,0.024423708462867,0.0192235635245843,0.0024240429042676,0.0024005060808613,0.0260514124490817,0.0679506015189535,0.0178267286905468,0.0201655402942506,-1.0
0.4662424877598,0.1129527553777961,0.1462981599333838,0.0071215258424287,0.0025419359861007,0.0023831812177805,0.0084770955008998,0.1811966576564425,0.0062870571544148,0.0714732905964695,-1.0
0.4505905992908207,0.1014358970225415,0.0475365818453732,0.0386517775696671,0.0023987918896393,0.0023914070505608,0.080832907321173,0.1568906770303236,0.0437988917385634,0.0342976777773664,-1.0
0.3433327141815043,0.0406058032185847,0.0160744837321948,0.0084807509643242,0.0024092814862824,0.0024352445872602,0.1202278240135527,0.1846890148960091,0.011000152603213,0.0286213943419076,-1.0
0.2264891716915723,0.0386318877892106,0.0377449887060968,0.0016396301780046,0.0024605620832209,0.002387889788325,0.0275039007945692,0.2868336965445171,0.001359502255867,0.0914838229314133,-1.0
0.4578948521704993,0.0750323273914775,0.0009536085555725,0.0008101659411898,0.0024194581969238,0.0026961788239242,0.1161978843043023,0.0976904778317071,0.000939366427064,0.0062337699657293,-1.0
0.1689722356450793,0.0204630111322976,0.0303815169796041,0.0007907222208904,0.0023758732407469,0.0023869194211628,0.0116849071166817,0.0369696126389018,0.0008092540717652,0.0120903055530511,-1.0
0.4306658125295828,0.0664206005009551,0.1367407512770869,0.001026444407696,0.0026121219082008,0.0023823705742418,0.0129552209611536,0.1264959631008315,0.003735780433503,0.0605233917671414,-1.0
0.3163352905243839,0.0251041028733224,0.0020102300370142,0.0018748026415082,0.002442952430431,0.0023803349651735,0.1402429517640386,0.1397855979472343,0.0012943502756883,0.019535782812832,-1.0
0.317927291770492,0.0328197093063365,0.0014397630530672,0.0013294222744872,0.0024117656087851,0.0024085583149328,0.1069197402048853,0.0974183013568213,0.000948009354119,0.0039148422230448,-1.0
0.2836075249203217,0.073527208993203,0.0593771714795206,0.001368788142671,0.0026077144158483,0.0024438863651397,0.0059843333420525,0.1832670108011945,0.0013003087880611,0.068373328993503,-1.0
0.6549073043511447,0.1738801103882207,0.1906670017491672,0.0090388547528513,0.0058995030233169,0.0024435909560677,0.0149520110495365,0.2777082156925905,0.0058783761908676,0.129137826384161,-1.0
0.4856032534466264,0.1122208561615285,0.1050759771025032,0.0687877342110618,0.0026222623688821,0.0023765845720281,0.0873476409369411,0.1800900618389125,0.0564808587868635,0.0650517799559299,-1.0
0.6146640870065152,0.2976923566514157,0.3335341870251751,0.0056934338629162,0.0028486623508678,0.0051164242778243,0.0533362002872844,0.3132461717860037,0.0176516127495629,0.1606558864539309,-1.0
1.5590016498829784,0.3949968572788281,0.3127705635756332,0.3087409147407286,0.0446741270122858,0.0063902954362008,0.063559331806198,0.3059443301713277,0.1953083940929351,0.3529017338774871,-1.0
0.3279813395624787,0.0781913470650564,0.0199883988481778,0.0016481972029921,0.0024139216515356,0.0023778066282733,0.0013380283824903,0.0184499987444864,0.0016269020361536,0.0046723860603547,-1.0
0.4835271894047291,0.1217912046112059,0.1193124188446474,0.0032238797701664,0.0025308417949198,0.0024147357881387,0.0047308070479613,0.0866615336806823,0.0025368935903254,0.0332014435346256,-1.0
0.5888105300132602,0.1450813768733712,0.0092835278139767,0.0032920342764964,0.0023953485491343,0.0037047454278441,0.1486516135182148,0.0899550215328058,0.0019385569756617,0.0373208677505198,-1.0
0.3319383497055224,0.1309075425925822,0.2249333444633304,0.0200687782605955,0.0007622707206435,0.0022181263578306,0.005258525284559,0.0431249763875042,0.0182610579949554,0.0362486204161108,-1.0
0.5463786429400835,0.2185542395908405,0.5173699641613635,0.0799867019628773,0.0062240132504803,0.0035863921787093,0.0275669770223623,0.1248793157845465,0.0967795764255942,0.1121529612190137,-1.0
0.4637778296793932,0.1412444668185051,0.0442118324820642,0.0522128872811482,0.0024542415707623,0.0025444815252605,0.0559595103899473,0.0665310631728724,0.0314612064591459,0.0191247409394355,-1.0
0.0350600427541666,0.2653397456313324,0.0817155895051561,0.0206478503735822,0.0327903457885769,0.0164419577600823,0.1458189393115147,0.1578624968894563,0.1634150555473972,0.0701530918818072,-1.0
0.0982016070102493,0.0044593650950763,0.0368167759007353,0.0474551295644855,0.0027872861890889,0.0026381389770232,0.0804777974739638,0.178964864144737,0.0096912850433619,0.0580195353804848,-1.0
0.0259355365474232,0.2410152076848832,0.1050587522708126,0.0251854450407155,0.0321077172363922,0.0187395176477462,0.1320202416923801,0.1755517829376734,0.1528535095733753,0.0668617849101943,-1.0
0.0639718867456226,0.0048312906325956,0.0843593057861816,0.0162521976118169,0.0022997547839652,0.002503878776285,0.0348077260528861,0.1477087534634415,0.008314779568819,0.0684639955922604,-1.0
0.0074191295249101,0.0420685127802042,0.0125279237373638,0.0056264214573014,0.0222387864261679,0.008621684251168,0.026254106164697,0.1239705418198217,0.0294716582253648,0.0455091755195418,-1.0
0.1636233762735487,0.001900754997194,0.0476714345017144,0.0431686452760584,0.0019867632854122,0.002422415120521,0.055983343687021,0.1805798408009497,0.0017288143666264,0.0526496706919623,-1.0
0.0345376234956574,0.1518281401990546,0.0690137258277139,0.0398797674161359,0.0288030684527352,0.0118174771574326,0.1029130254855695,0.1590823332302288,0.1268215156716291,0.059763350724748,-1.0
0.078289433814758,0.0012656900750931,0.0833748538308361,0.0464142495134398,0.0021706523578284,0.0027551184329614,0.0585749430049918,0.1324058470080435,0.0057665090731822,0.0640442298458442,-1.0
0.0265506037798917,0.0843248748594415,0.013658306696432,0.0322430133726723,0.029496902558237,0.0063203224125052,0.0480682126622546,0.1407931572509686,0.0905156470985091,0.0502559774806493,-1.0
0.1659398724387524,0.0029949453806985,0.1251156742167001,0.0476146151059314,0.0027543465724978,0.0032067025178495,0.0679131755228669,0.1553789121196709,0.0033893862433399,0.0729591085613863,-1.0
0.1245395112308608,0.0013448669795215,0.0435940420395142,0.0113994921068327,0.0020458435140355,0.0023540108032969,0.0404325150434461,0.1387371439615691,0.00138777977026,0.0728606598490752,-1.0
0.0363559077652718,0.363833784164241,0.0920427818571395,0.03777428697449,0.0438932970701984,0.0100940694481842,0.0957076765645505,0.181002347931009,0.2514506914592739,0.0840195185378541,-1.0
0.1093972361977181,0.0043371943706879,0.0865737338456679,0.0217033331877873,0.0018871684858393,0.0029589016394245,0.0250818848166003,0.1322808405080568,0.0035917422322327,0.0508446518301559,-1.0
0.0157474532833353,0.0963358901649634,0.058254998610565,0.0106958680961323,0.0527841379885028,0.019379129959888,0.0567719187743875,0.1166750801209391,0.0961288651164915,0.0491473538945972,-1.0
0.2459232448712753,0.0023778357319364,0.0816317825500606,0.0131587567099081,0.0014092449483979,0.0029761019348395,0.0609537107113552,0.2053937007909053,0.0004458701997514,0.0945530297997644,-1.0
0.0514690965099994,0.2753986640562982,0.1835191246714795,0.0268123130703494,0.0770519630909326,0.0360403707753729,0.0761457524709831,0.1448559196949313,0.241301823529788,0.0636021055083203,-1.0
0.0946914162704084,0.004314243010337,0.0872534373781655,0.0255940684724864,0.0032678832916073,0.0024085796676725,0.0521237707509883,0.1996401152373929,0.0094713895174111,0.0834827196594266,-1.0
0.0650167619210783,0.0031376547232516,0.0216494808465674,0.0033900805869838,0.001996725279341,0.0024346250646042,0.0308746012515016,0.135467882054555,0.007800404111465,0.0793182342766348,-1.0
0.0102120494150831,0.0344159252312274,0.0177167006204408,0.0006549318107896,0.0219933754571889,0.0165468111343363,0.0177683738087285,0.1182815586096078,0.0288979983024052,0.0368785586269267,-1.0
0.0183298145156404,0.0800027889736243,0.043562118705107,0.0075612712999026,0.0484859547421833,0.0313652178038891,0.0292456148528808,0.1339867633988511,0.0750437764471372,0.0397215251813374,-1.0
0.0727829076154392,0.0015731310901953,0.1186681297614435,0.0103580633261655,0.0022612460162846,0.0025358979439325,0.0324455507261305,0.1531953290572871,0.0146868517092571,0.0646599081858315,-1.0
0.0637226257474288,0.0018558094053814,0.0540634937842402,0.0021636699112285,0.002276749328561,0.0024346133970253,0.0267476800831903,0.1358776428504649,0.011057907914235,0.0651839490512035,-1.0
0.0189998250660362,0.1539422275528768,0.1106898506676587,0.0100208690521282,0.0274046551390443,0.0118850645389414,0.0173630864988073,0.1245873619975888,0.118520496159796,0.0426657354424937,-1.0
0.0822590930401103,0.6247881920955153,0.4853602478579488,0.0543636622278777,0.0597721698021721,0.0240300723063023,0.0786417446738867,0.3080521265574769,0.5027488094850663,0.0904673328541645,-1.0
0.0370837228234347,0.0013753611414616,0.0445900709123742,0.0216550302655446,0.0010416614313631,0.0018252137635872,0.0260917899441674,0.1215885095510673,0.0139342896823683,0.0465360389503801,-1.0
0.0264257927278864,0.0071568595251937,0.0080441482675949,0.00731770887455,0.0017042132671197,0.0022043494446656,0.016638592728799,0.093242621436195,0.0448563982042425,0.0489416675329607,-1.0
0.1253789869112625,0.3687622249816134,0.1189700683503817,0.0949847609523852,0.059913824957986,0.0216168082321469,0.2779859061256586,0.4318734317251053,0.2803880786499331,0.0367614385431597,-1.0
0.2578627300744184,0.886934996668295,0.2865556229215416,0.1264678971396589,0.0655342819741713,0.0190943711192886,0.4603696310939809,0.7341863143899898,0.1978079234114768,0.0534027265369604,-1.0
0.155390631303777,0.0749390412877359,0.0346776457357499,0.0221134758571742,0.0199632077018123,0.0292019736134423,0.4437832651226647,0.6198519413155164,0.2134790830082462,0.4348263677918055,-1.0
0.017434183733751,0.1110234773397825,0.0507008240510393,0.0494376000759383,0.0188086070545952,0.0075527945932208,0.0940701570633164,0.0806873513541829,0.1282487870179449,0.0875669585896037,-1.0
0.0965007934505069,0.3878790616205601,0.1428078509120736,0.1193635013924922,0.036736566436101,0.0120907429380831,0.2022587819912699,0.2420104043477919,0.1406325711913206,0.241421491759313,-1.0
0.1316213969516811,0.0020657953487893,0.0339237388234511,0.0301397544856351,0.0163509552260342,0.0265754487095332,0.4410244567134571,0.4376848756577722,0.3239455799600758,0.2120825069197706,-1.0
0.1133391298562925,0.2600564223882874,0.2307986299114398,0.1777478135270035,0.0403713240611943,0.0184051047332022,0.3192566507334565,0.5127931076231484,0.1790172561233788,0.2058247379967294,-1.0
0.1172605136764309,0.0041391975886572,0.0032962354263726,0.0024979745735279,0.0097845805160037,0.0262697390086136,0.3853788388477106,0.462720796445114,0.2143877436863674,0.2375445107350179,-1.0
0.12338559188193,0.0005877028957594,0.0025410834777198,0.0023818312148815,0.0050627890155942,0.0148845466451294,0.2543970381854943,0.2261879703042444,0.2737438356702611,0.2443391005397668,-1.0
0.0948829058979294,0.3278205588707469,0.0622457669338738,0.0356157988618511,0.0170450348080998,0.0100350443464827,0.1691409793665897,0.3634410438513235,0.1531047322464737,0.1401271996450559,-1.0
0.2243137327590024,0.6168059553937336,0.1161492892592497,0.0368568050416226,0.0223167913643692,0.0066505637179061,0.2829689312017465,0.6856521524023996,0.1506835271094646,0.2002591229366644,-1.0
0.4542288918460271,0.0017617926772655,0.0272905338029966,0.0194079965713941,0.02770723283091,0.0431217672958872,0.3645233605815122,0.3888025713402307,0.2419036174385161,0.1041322090493345,-1.0
0.5746318961997935,0.0037671107751354,0.0180030244955598,0.0106683472251375,0.0154128337241373,0.0202745437137426,0.2228705986572733,0.351835276602994,0.3741399794137847,0.0830385376842217,-1.0
0.0679073124430293,0.093712932083461,0.0182461468969097,0.0347811681530897,0.0293730252423578,0.0135576249077479,0.1642449629547818,0.2383261550660904,0.1558908778024678,0.0722833821206777,-1.0
0.2015917488826993,0.0021785521060105,0.0042284951731775,0.0034980052860679,0.00226189458898,0.0038022549724395,0.0869120594766851,0.1618301187935403,0.2540433145011002,0.040356156100253,-1.0
0.5391566831683388,0.5495933499578374,0.1735407697468682,0.081642929811199,0.0250300447067416,0.0286897120622856,0.859844446036464,1.1352646933743131,0.1541887816389303,0.0458507812534095,-1.0
0.1332070633146258,0.0031796683825234,0.0090973835321788,0.0353408826576123,0.021969318087756,0.0361867436936966,0.4002968413546279,0.3199772103098446,0.3456525024978915,0.2762556810603082,-1.0
0.0435849120707032,0.172923316896061,0.0795190454958467,0.0255779275726834,0.0509948789258437,0.0156076131515841,0.1705400318645551,0.1643707624508788,0.1265756007214746,0.0628190537505363,-1.0
0.2764050380845128,0.0033115734070072,0.0267308543613629,0.0174807942580512,0.0039278642656332,0.0104861254870093,0.1412117822958793,0.2477184019768379,0.2941762633202189,0.1375042133220961,-1.0
0.2542701926814464,0.0013945510216137,0.0068673549261692,0.0052957559705037,0.0021779564164532,0.0029608870303927,0.0276769627076961,0.1786509918338491,0.2306670797599042,0.0631077201827462,-1.0
0.0264385681171707,0.1711978285137844,0.0597307034490099,0.0310950055930036,0.0159942485155611,0.0048290284565204,0.0868796087315539,0.0942095399095241,0.1155225588181424,0.0276684710605029,-1.0
0.0856577966805189,0.4561390126302906,0.1309566784754608,0.0562778290567137,0.026956060271606,0.0062944796285624,0.207378457196956,0.310335442003617,0.1254543909690575,0.083108224365756,-1.0
0.1693986290618549,0.0053687324668576,0.0094868274151692,0.0165630456810413,0.0026308745190525,0.0110013531119988,0.1389603749721604,0.1453694901357744,0.2480421616835983,0.1044547789367606,-1.0
0.113294978636209,0.2029426107955338,0.0503439310258676,0.0138745797623697,0.065216185868201,0.0067450771454563,0.3227577485618674,0.3418458684702424,0.1467742594792452,0.0277017604248955,-1.0
0.2702728874559691,0.0045151032360616,0.0019579755993405,0.0024435124631471,0.0021401454086294,0.002274145368155,0.0286323687966531,0.2116916259054606,0.2299033667034583,0.0409789147420529,-1.0
0.0430420277409631,0.1486964347009556,0.0343141165646984,0.0388763448311429,0.0140199920511942,0.0032589520620263,0.0956839701145781,0.2326401317269404,0.1293087071288425,0.030721510377206,-1.0
0.1432765171407704,0.3973203421380291,0.0849250664406979,0.0821467013893533,0.0236430316590669,0.0037080750920143,0.2283646367764319,0.6052255984216798,0.1485126428837687,0.0834989204583405,-1.0
0.2266558029539954,0.002488280217093,0.0026042254948412,0.0024407706107488,0.0019286258510161,0.0022936273187224,0.0474835113824658,0.161476076644512,0.194244283684671,0.0793114688670599,-1.0
0.3110540206624954,0.2554398590897275,0.1364719082638591,0.1079413729532257,0.050364303600375,0.059672384469653,0.4807979770078848,0.3381459890858923,0.1083390479306808,0.385054479507763,-1.0
0.5174399599279846,0.0220338008978915,0.0071286380323633,0.0406468600187592,0.0090386004895093,0.0387518032574531,0.1073473741538559,0.3356581787951394,0.0049198340980765,0.1043871391541156,-1.0
0.5264073444274249,0.011467478671913,0.0015022677518185,0.006567447955757,0.0025326309931382,0.0272985340819406,0.1060458322831698,0.3541217848120556,0.0037399623805912,0.1247590703204149,-1.0
0.4982998537127806,0.050273195499408,0.0577908171853055,0.0504274026891476,0.0235981523996282,0.0330171332812928,0.2348558639630762,0.3214460530200208,0.0361521281628729,0.2167434006405804,-1.0
0.4863455677801411,0.159940705259003,0.1652236248542096,0.1466734536368158,0.0497110338171974,0.0598320460645983,0.4887072540731503,0.4182959230471173,0.1447160919862733,0.3948744042900849,-1.0
0.3981445409178121,0.0270422068256585,0.0230059958187849,0.0068576797509727,0.0029150736820846,0.0289057560897449,0.0900876330189982,0.1603626775952691,0.0233673243722942,0.1545839608897104,-1.0
0.3215570767756799,0.0055108998749721,0.0031577123459903,0.0027430832752518,0.0016929674475071,0.0223925356379068,0.0891890109754612,0.1438416991466056,0.0030703750130356,0.1519986690560974,-1.0
0.2309114224625819,0.0261052958763659,0.0704337971280525,0.0442080680567246,0.0158473440400292,0.0503158298787018,0.3628134113203075,0.1864372736639556,0.0619922813707936,0.280553884614648,-1.0
0.3654708933655987,0.100027987938636,0.1914929107271422,0.1522277271412457,0.0419625966645536,0.0934249806059316,0.7028405126018253,0.3184433933475773,0.1947891076251457,0.5483636054121044,-1.0
1.059728554048535,0.0980916342164615,0.0624583524430727,0.1114032790072456,0.0303716149027711,0.0474418067008159,0.174736185168043,0.3390087825065745,0.0437745682016632,0.1261646016681981,-1.0
0.9454790586549754,0.0629712249689649,0.0260236396188949,0.0375064848059378,0.0116700560235027,0.0298825459337344,0.1029778781455037,0.3855990278504951,0.0119958362875469,0.0868832536825299,-1.0
0.4942602070125834,0.0256763703876145,0.060217440177436,0.0519124765266754,0.0198070252304983,0.0406432855818807,0.2723353834742965,0.3217840370394235,0.0604856333976263,0.2308256687898172,-1.0
0.4436293947900747,0.0865139709327267,0.1462096447825815,0.1375800206690056,0.0412355223267128,0.0706244359180996,0.526212186603018,0.3841701504389672,0.1619281183220662,0.4623059941904187,-1.0
0.906824034603792,0.0899496970810089,0.050364984057268,0.0993449904807013,0.0295627931036579,0.0764462441698945,0.2856818150361176,0.3727590098696287,0.068763583558018,0.1919373217566786,-1.0
0.7540575494376085,0.0412163304286041,0.0166927078198164,0.0326782979874023,0.0109277067310024,0.0434558533628697,0.1514153064828326,0.3405331029215245,0.0239093350320788,0.1259880048324729,-1.0
0.6190881804921503,0.042064537976854,0.0389364259919147,0.0386485711646089,0.0127412758570765,0.0269518280452345,0.2248444614592686,0.3258056014249758,0.037825791118681,0.1488658005954304,-1.0
0.595632876987575,0.1252187372196274,0.1122742392136427,0.101961981811552,0.031085964921659,0.054029886191119,0.4576459540600268,0.4077543374671822,0.1253776913554098,0.3385692004878585,-1.0
0.5128098593079309,0.0362314219997622,0.0052593504659915,0.0198398415626672,0.0046724730448404,0.0282024895513894,0.1075528643343807,0.3094421463481316,0.0011498870984066,0.111745580927325,-1.0
0.3926230760838878,0.008580532910645,0.0004259054843165,0.0038840118667059,0.0009582399016793,0.0196923634632394,0.088539413777676,0.2502059984111943,0.0007665128185754,0.1132688652304426,-1.0
0.249141556153405,0.0893537264558485,0.1422164277911889,0.1620680568424143,0.0347819462043708,0.0491147257411061,0.418979345525159,0.2633741731400297,0.1697322893661497,0.388772428283628,-1.0
0.6105923563357907,0.0459915292213004,0.014303543787222,0.037826659739883,0.0088765598170748,0.0358046021870655,0.0985790270719567,0.2093188107667914,0.0142666458346802,0.057931990576179,-1.0
0.238833281941885,0.0211194797289518,0.0575492661252663,0.0623814520849734,0.0138994263658393,0.0405502623053722,0.2609995735983733,0.1913467534861858,0.051525624802395,0.2727244046287915,-1.0
0.6984482139844479,0.0399222549117031,0.0163662726396289,0.0695712060063587,0.0115350494738463,0.0296466522338418,0.0445099111808767,0.235181026029863,0.0153156220964225,0.0070379586383381,-1.0
0.6653200355064413,0.0259892889496104,0.0070197717467626,0.0213951071965485,0.0030876517724746,0.013562223477388,0.0417502617716761,0.2105360921085369,0.0129282985385206,0.0106520305633377,-1.0
0.209303445690361,0.0762653663303146,0.0782886919190573,0.0521337182971732,0.0161786506143474,0.0425109065458099,0.3567331949322593,0.2371398769915004,0.0664020366862579,0.2318003081283187,-1.0
0.4689496262165015,0.1803604861498758,0.1658953774011753,0.1169371917499321,0.0315027182963663,0.0702459817790341,0.6055699956486038,0.4068055080780724,0.1667509811452113,0.4056112404750454,-1.0
0.7178502103592643,0.0453832199143054,0.0087922547713216,0.040990832183193,0.0101604884936967,0.0292907698787113,0.0607878777563357,0.2163045906375128,0.0004071382845656,0.0305394297272518,-1.0
0.3330964120975136,0.0703135696961803,0.111561515070966,0.112156456023207,0.0250347002842709,0.0458464295483643,0.4988870141022203,0.3246619938048895,0.10497936000339,0.3490626317612649,-1.0
0.5605183971868245,0.0259186376639038,0.0050061313327061,0.0318198969797022,0.0029027862512793,0.0263909154711755,0.0473099230402465,0.1856248121731988,0.0009047725510992,0.0337541605156631,-1.0
0.5133848530371371,0.0196630982817963,0.0013751323073448,0.0046343505980732,0.0014908175077806,0.0137606524510459,0.0500320462628581,0.1810911301861917,0.0014277996103352,0.0289219692770326,-1.0
0.2197008645508186,0.0184081662522186,0.0349932135643243,0.0358664819417914,0.0074932878768866,0.0208109163961667,0.290230500417174,0.1974566630093351,0.0337121517652298,0.1667657817122716,-1.0
0.2532461840790959,0.0794201472188002,0.0964529150802393,0.0986728534000162,0.0207761053801788,0.0435566421271457,0.5813417305565909,0.3335402922663251,0.0867875364301774,0.34726876071509,-1.0
0.5825261990331033,0.0425225350894654,0.033562245010195,0.0394611023504184,0.004564297578552,0.0300815698057774,0.0568913920427471,0.1859300447766038,0.060335843928222,0.0446227827552889,-1.0
0.0154555935540969,0.0076672588061244,0.0074972672581199,0.0080727502546752,0.0069849090130786,0.0291283951402716,0.3955378137837355,0.1147518134336691,0.0632304523399649,0.2806210734881728,-1.0
0.5480216337569557,0.1390946413379117,0.1298274773410097,0.0295692158382898,0.0365463152044979,0.1294476886393312,0.4098810242152776,0.8931560725969128,0.1897298185777989,0.7150450549694558,-1.0
